jugador_entra,jugador_sale,minuto,equipo,cod_acta
"NOYA BREA, ALVARO","CASTIÑEIRAS PICHEL, ALBERTO",46,TRAZO C.F.,1187099
"FERREIRA PARENTE, RAUL","CEBEY DE LA TORRE, MANUEL",46,TRAZO C.F.,1187099
"CELA LOPEZ, LUIS","MARTINEZ DE SANTIAGO, DIEGO",65,TRAZO C.F.,1187099
"BECERRA VARELA, ESTEBAN","POSE ANTELO, ALVARO",65,TRAZO C.F.,1187099
"CASTRO OTERO, SAMUEL","GARABATO RUIBAL, ANGEL",85,TRAZO C.F.,1187099
"FARIÑAS LOPEZ, ALEJANDRO","VARELA LODEIRO, GABRIEL",46,SOCIEDADE DEPORTIVA O PINO,1187099
"GOMES DA FONSECA, RODRIGO","FUENTES PARRA, DANIEL",53,SOCIEDADE DEPORTIVA O PINO,1187099
"SUAREZ LISTE, OSCAR","VILLAR VILLAR, IVAN",63,SOCIEDADE DEPORTIVA O PINO,1187099
"VEIGA MENDEZ, DARIO","PAZO DURO, JAVIER",63,SOCIEDADE DEPORTIVA O PINO,1187099
"PEREZ RIO, VICTOR","FIGUEIRAS PORTELA, FERNANDO",67,S.D. VILLESTRO,1187100
"VILLA MARIÑO, SERGIO","PEREZ RIO, VICTOR",77,S.D. VILLESTRO,1187100
"BERMUDEZ MALLO, ADEL","ZAGATO PEREIRA, JOAO VITOR",77,S.D. VILLESTRO,1187100
"LLOVO MATO, ALVARO","LORENZO GARRIDO, JORGE",83,S.D. VILLESTRO,1187100
"NUÑEZ BARRAL, DAVID","NOYA GOMEZ, DANIEL",46,S.D.C. RECESENDE,1187100
"ALDREY MÍGUEZ, MANUEL","MOSQUERA GARRIDO, DIEGO",46,S.D.C. RECESENDE,1187100
"MARTINS TERRON, WAGNER RONALDO","CALVO CUTRIN, RAUL",46,S.D.C. RECESENDE,1187100
"GARCIA DURAN, RUBEN","CEPEDA MENDOZA, ALEJANDRO",73,S.D.C. RECESENDE,1187100
"JIMÉNEZ ALBARRAN, SERGIO","ROSENDE MARTINEZ, ALEJANDRO",75,S.D.C. RECESENDE,1187100
"RENDO GUITIAN, ALEXANDRE","PICALLO CAO, GONZALO",12,C.D. SAN MAMED,1187101
"MACEIRA MATO, ALFONSO","CHAS BROCOS, IAGO SENEN",66,C.D. SAN MAMED,1187101
"VILA IGLESIAS, JORDAN","LOUZAO FERNANDEZ, MANUEL",66,C.D. SAN MAMED,1187101
"SOUTO RIAL, JOSE","(90+1') REY CALVO, BRAIS",0,C.D. SAN MAMED,1187101
"CANABAL PARADA, RUBEN","(90+1') SENDE MALLO, DIEGO",0,C.D. SAN MAMED,1187101
"LÓPEZ GONZÁLEZ, IGNACIO","CANGADO VILLAMARIN, CARLOS",86,RODEIRO C.F.,1187101
"PAMPIN NOGUEROL, DANIEL","PARRADO ROMERO, CARLOS",64,C.F. CIRE DE MELIDE,1187102
"PRADO VAZQUEZ, XIAN","POLO ABAD, ASIER",67,C.F. CIRE DE MELIDE,1187102
"RODRIGUEZ RODRIGUEZ, JACOBO","VAZQUEZ RAMOS, OMAR A",81,C.F. CIRE DE MELIDE,1187102
"SESTO MOSQUERA, ANXO","VAZQUEZ NOVAS, MANUEL",81,C.F. CIRE DE MELIDE,1187102
"MELLID MONTERROSO, MARTIN","PEREIRO SANCHEZ, DAVID",81,C.F. CIRE DE MELIDE,1187102
"CERDEIRA OTERO, ANDRE","FREIRIA LOPEZ, JORGE",57,U.D. VAL DO ULLA,1187102
"RAMOS CERNADAS, FRANCISCO J","CANICOBA BERNARDEZ, BRAIS",67,U.D. VAL DO ULLA,1187102
"PAZ CARRACEDO, ANXO","NEIRA CARPINTEIRO, PABLO",78,U.D. VAL DO ULLA,1187102
"CERDEIRA OTERO, ANDRE","BESADA REY, NICOLAS",46,U.D. VAL DO ULLA,1187103
"LANDEIRA GANDARA, FRANCISCO","CANICOBA BERNARDEZ, BRAIS",60,U.D. VAL DO ULLA,1187103
"CASAL REBOLO, PEDRO J","RODRIGUEZ NUÑEZ, XABIER",70,U.D. VAL DO ULLA,1187103
"SANCHEZ CARPINTEIRO, MIGUEL","CALVIÑO IGLESIAS, PABLO",76,U.D. VAL DO ULLA,1187103
"PAZ CARRACEDO, ANXO","TORRES TEIXEIRA, ALEXANDRE",76,U.D. VAL DO ULLA,1187103
"RODRIGUEZ AREAN, ROI","ESPANTOSO LAMAS, JORGE",46,C.F. SILLEDA,1187103
"PEÑA PENALTA, IKER","CASAL VAZQUEZ, ANXO",75,C.F. SILLEDA,1187103
"CURINI RODRÍGUEZ, ROBERTO","PICANS REY, HUGO",88,C.F. SILLEDA,1187103
"FERREIRO ESPANTOSO, DIEGO","ESPIÑO RODRIGUEZ, AARON",88,C.F. SILLEDA,1187103
"GARCIA CARRERA, MANUEL","VARELA VAZQUEZ, DAVID",46,LAMELA C.F.,1187104
"ABONJO BOUZAS, ALEJANDRO","RIVEIRA MURCIA, HUGO",46,LAMELA C.F.,1187104
"ESPIÑO CUIÑA, LOIS","AGUIAR RODRIGUEZ, JULIAN",62,LAMELA C.F.,1187104
"PORTELA RIVAS, XIAO","CANABAL DE LA FUENTE, CRISTIAN",82,LAMELA C.F.,1187104
"LUGO PADIN, ESTEBAN","GOMEZ SANTISO, ALEJANDRO",88,LAMELA C.F.,1187104
"SOUTO BUJAN, JULIO","FERNANDEZ NOGUEIRA, MANUEL",46,S.D. CACHEIRAS,1187104
"OTERO MATEOS, PABLO","DA CONCEICAO ANTUNES, FELIPE MATHEUS",71,S.D. CACHEIRAS,1187104
"CARBALLAL MONTEAGUDO, SAUL","FARIÑA BRAVO, ADRIAN",84,S.D. CACHEIRAS,1187104
"SANMARTIN LAREO, MANUEL ANGEL","LOPEZ CANICOBA, FABIAN",21,A.C.U.D. CAMPORRAPADO,1187105
"GUERRERO NIEVES, FRANCISCO J","SANMARTIN LAREO, MANUEL ANGEL",59,A.C.U.D. CAMPORRAPADO,1187105
"TABOADA SEIJO, ALEJANDRO","VIEITES BOUZON, MARTIN",73,A.C.U.D. CAMPORRAPADO,1187105
"RAMOS REY, NOEL","VEIGA ROSENDE, IAGO",73,A.C.U.D. CAMPORRAPADO,1187105
"SANTISO PENAS, MANUEL","OTERO IGLESIAS, OSCAR",55,S.D. CRUCES,1187105
"CANGAS COSTA, DIEGO","LYAGOUBI, MOHAMED AMINE",59,S.D. CRUCES,1187105
"VAZQUEZ BALBOA, XURXO","FERNANDEZ REBOREDO, JUAN",86,S.D. CRUCES,1187105
"VILLAVERDE SIXTO, BRAIS","IGLESIAS QUINTEIRO, JOSE RAMON",53,C.D.BELVIS,1187106
"FERNANDEZ PEREZ, JESUS DE BELEN","RUZA VAZQUEZ, BRAIS",53,C.D.BELVIS,1187106
"RODRIGUEZ VILAS, BRAIS","MIGUEZ MEIJOMIL, MIGUEL",76,C.D.BELVIS,1187106
"FARIÑAS FREIRE, OSCAR","SANTIAGO RIVAS, MARIO",83,C.D.BELVIS,1187106
"DUBRA LORENZO, ALEJANDRO","BALEATO DOMINGUEZ, MARCO",46,S.D. DUBRA B,1187106
"RIVAS SUAREZ, MARTIN","NIETO GARCIA, BRAIS",46,S.D. DUBRA B,1187106
"PARAMA SUAREZ, DAVID RAFAEL","RODRIGUEZ LANDEIRA, SERGIO J",69,S.D. DUBRA B,1187106
"CERVIÑO CARRACEDO, ANDRES","GOMEZ LOPEZ, EZEQUIEL",46,C.D. SPORT TEAM ESTRADA,1187107
"LOPEZ PEDREIRA, SERGIO","IGLESIAS PALLAS, FERNANDO",46,C.D. SPORT TEAM ESTRADA,1187107
"RIVADULLA QUINTAS, LUIS MIGUEL","RIVEIRA DA COSTA, MARTIN",46,C.D. SPORT TEAM ESTRADA,1187107
"FERNANDEZ GONZALEZ, IAGO JOSE","BARRUSO ARIAS, HUGO",46,C.D. SPORT TEAM ESTRADA,1187107
"TOUCEDA GOLDAR, MIGUEL","VARELA MIRANDA, MATEO",64,C.D. SPORT TEAM ESTRADA,1187107
"ARIAS GARCIA, SERGIO","GARABATO RUIBAL, ANGEL",22,TRAZO C.F.,1187107
"FERREIRA PARENTE, RAUL","ARES BRENLLA, ALVARO",46,TRAZO C.F.,1187107
"CASTRO OTERO, SAMUEL","MARTINEZ DE SANTIAGO, DIEGO",64,TRAZO C.F.,1187107
"BECERRA VARELA, ESTEBAN","CANCELA CONDE, ALEJANDRO",64,TRAZO C.F.,1187107
"CEBEY DE LA TORRE, MANUEL","BECERRA MALLO, ADRIAN",84,TRAZO C.F.,1187107
"GOMES TAVARES, RAFAEL ANDRE","VILLAR VILLAR, IVAN",61,SOCIEDADE DEPORTIVA O PINO,1187108
"VEIGA MENDEZ, DARIO","RIAL CHICO, DANIEL",61,SOCIEDADE DEPORTIVA O PINO,1187108
"FARIÑAS LOPEZ, ALEJANDRO","FUENTES PARRA, DANIEL",75,SOCIEDADE DEPORTIVA O PINO,1187108
"SUAREZ LISTE, OSCAR","LAREO MERA, LUCAS",78,SOCIEDADE DEPORTIVA O PINO,1187108
"REY MILLAN, DAVID","LORENZO GARRIDO, JORGE",45,S.D. VILLESTRO,1187108
"VILLA MARIÑO, SERGIO","DE SOUSA OLIVEIRA, THIAGO",78,S.D. VILLESTRO,1187108
"NOYA GOMEZ, DANIEL","NUÑEZ BARRAL, DAVID",66,S.D.C. RECESENDE,1187109
"MEIJOME QUINTANA, RODRIGO","ROSENDE MARTINEZ, ALEJANDRO",66,S.D.C. RECESENDE,1187109
"NUÑEZ BARRAL, SEBASTIAN","TEMBRA SOUTO, SANTIAGO",71,S.D.C. RECESENDE,1187109
"JIMÉNEZ ALBARRAN, SERGIO","MARTINS TERRON, WAGNER RONALDO",84,S.D.C. RECESENDE,1187109
"SENDE MALLO, DIEGO","LOPEZ REY, JOSE LUIS",59,C.D. SAN MAMED,1187109
"MACEIRA MATO, ALFONSO","CHAS BROCOS, IAGO SENEN",59,C.D. SAN MAMED,1187109
"RENDO GUITIAN, ALEXANDRE","LOUZAO FERNANDEZ, MANUEL",59,C.D. SAN MAMED,1187109
"CANABAL PARADA, RUBEN","SOUTO RIAL, JOSE",76,C.D. SAN MAMED,1187109
"LÓPEZ GONZÁLEZ, IGNACIO","CANGADO VILLAMARIN, CARLOS",84,RODEIRO C.F.,1187110
"LÓPEZ MÉNDEZ, MARCOS","GARCIA VENCE, JOSE MANUEL",88,RODEIRO C.F.,1187110
"PARRADO ROMERO, CARLOS","PEREIRO SANCHEZ, DAVID",70,C.F. CIRE DE MELIDE,1187110
"MELLID MONTERROSO, MARTIN","CASTRELO FERNANDEZ, MIGUEL",76,C.F. CIRE DE MELIDE,1187110
"SESTO MOSQUERA, ANXO","VAZQUEZ RAMOS, OMAR A",83,C.F. CIRE DE MELIDE,1187110
"RODRIGUEZ RODRIGUEZ, JACOBO","PAMPIN NOGUEROL, DANIEL",83,C.F. CIRE DE MELIDE,1187110
"FERNANDEZ NOGUEIRA, MANUEL","FERREIRO RODRIGUEZ, YAGO",46,S.D. CACHEIRAS,1187111
"DOSUNA SOUTO, BRAIS","SALGUEIRO POMBO, DAVID",61,S.D. CACHEIRAS,1187111
"DA CONCEICAO ANTUNES, FELIPE MATHEUS","SOUTO BUJAN, JULIO",80,S.D. CACHEIRAS,1187111
"ROMERO DURO, SANDRO","VAAMONDE CALVIÑO, MANUEL",81,S.D. CACHEIRAS,1187111
"JAR PENIDO, ALVARO","FERREIRO ESPANTOSO, DIEGO",46,C.F. SILLEDA,1187111
"VILAR FERNANDEZ, AITOR","LAMELA RODRIGUEZ, NICOLAS",46,C.F. SILLEDA,1187111
"ESPANTOSO LAMAS, JORGE","ESPANTOSO LAMAS, RICARDO",82,C.F. SILLEDA,1187111
"DERKAOUI BOUH, AYOUB","RIELO COUSO, HUGO",82,C.F. SILLEDA,1187111
"CURINI RODRÍGUEZ, ROBERTO","NASTUTA, SILVIU CARLOS",82,C.F. SILLEDA,1187111
"SANTISO TORREIRO, RICARDO","FERNANDEZ REBOREDO, JUAN",46,S.D. CRUCES,1187112
"DOMINGUEZ GARCIA, ADRIAN","SANTISO PENAS, MANUEL",57,S.D. CRUCES,1187112
"LAREO GARCIA, PABLO","LOPEZ REY, LEO",77,S.D. CRUCES,1187112
"PEITEADO MOLEDO, SERGIO","RODRIGUEZ FARIÑA, ALEJANDRO",66,LAMELA C.F.,1187112
"ABONJO BOUZAS, ALEJANDRO","CANABAL DE LA FUENTE, CRISTIAN",66,LAMELA C.F.,1187112
"VARELA VAZQUEZ, DAVID","GARCIA CARRERA, MANUEL",71,LAMELA C.F.,1187112
"RIVEIRA MURCIA, HUGO","AGUIAR RODRIGUEZ, JULIAN",71,LAMELA C.F.,1187112
"PORTELA RIVAS, XIAO","ESPIÑO CUIÑA, LOIS",81,LAMELA C.F.,1187112
"RIVAS SUAREZ, MARTIN","NIETO GARCIA, BRAIS",46,S.D. DUBRA B,1187113
"BALEATO DOMINGUEZ, MARCO","RODRIGUEZ FERNANDEZ, ADRIAN",60,S.D. DUBRA B,1187113
"RODRIGUEZ LANDEIRA, SERGIO J","PARAFITA BOQUETE, ANGEL",60,S.D. DUBRA B,1187113
"POSE GRAÑA, GABRIEL","ARNEJO DIAZ, BRAIS",66,S.D. DUBRA B,1187113
"TABOADA SEIJO, ALEJANDRO","GARCÍA CASAL, SANTIAGO",55,A.C.U.D. CAMPORRAPADO,1187113
"BOO MILLAN, DAVID","GUERRERO NIEVES, FRANCISCO J",73,A.C.U.D. CAMPORRAPADO,1187113
"GARABATO RUIBAL, ANGEL","MARTINEZ DE SANTIAGO, DIEGO",39,TRAZO C.F.,1187114
"CASTRO OTERO, SAMUEL","BECERRA VARELA, ESTEBAN",39,TRAZO C.F.,1187114
"POSE ANTELO, ALVARO","BELENDA GABIN, JORGE",39,TRAZO C.F.,1187114
"CEBEY DE LA TORRE, MANUEL","BERMUDEZ CID, CARLOS",57,TRAZO C.F.,1187114
"ARES BRENLLA, ALVARO","CASTIÑEIRAS PICHEL, ALBERTO",63,TRAZO C.F.,1187114
"MIGUEZ MEIJOMIL, MIGUEL","RUZA VAZQUEZ, BRAIS",63,C.D.BELVIS,1187114
"IGLESIAS QUINTEIRO, JOSE RAMON","RODRIGUEZ VILAS, BRAIS",63,C.D.BELVIS,1187114
"FARIÑAS FREIRE, OSCAR","VILLAVERDE SIXTO, BRAIS",77,C.D.BELVIS,1187114
"RODRIGUEZ GONZALEZ, YAGO","DE SOUSA OLIVEIRA, THIAGO",45,S.D. VILLESTRO,1187115
"CAMARA , BAKARI","VILLA MARIÑO, SERGIO",62,S.D. VILLESTRO,1187115
"BERMUDEZ MALLO, ADEL","ZAGATO PEREIRA, JOAO VITOR",62,S.D. VILLESTRO,1187115
"DJAKITE , AMARA","PAN PEREZ PUJOL, PABLO",67,S.D. VILLESTRO,1187115
"BARRUSO ARIAS, HUGO","CHEDAS DURAN, ALFONSO",59,C.D. SPORT TEAM ESTRADA,1187115
"MIGUEZ VIDAL, DANIEL","GOMEZ CORA, ADRIAN",70,C.D. SPORT TEAM ESTRADA,1187115
"RIVEIRA DA COSTA, MARTIN","FIGUEIRAS GARCIA, PAULO",70,C.D. SPORT TEAM ESTRADA,1187115
"TOUCEDA GOLDAR, MIGUEL","CERVIÑO CARRACEDO, ANDRES",77,C.D. SPORT TEAM ESTRADA,1187115
"REY CALVO, MARTIN","CANABAL PARADA, RUBEN",46,C.D. SAN MAMED,1187116
"RENDO GUITIAN, ALEXANDRE","LOUZAO FERNANDEZ, MANUEL",46,C.D. SAN MAMED,1187116
"MACEIRA MATO, ALFONSO","CHAS BROCOS, IAGO SENEN",61,C.D. SAN MAMED,1187116
"GARCIA FERNANDEZ, SERGIO","RENDO OUZANDE, XAVIER",66,C.D. SAN MAMED,1187116
"FERNANDEZ FERNANDEZ, CESAR","REY CALVO, MARTIN",76,C.D. SAN MAMED,1187116
"FUENTES PARRA, DANIEL","VILLAR VILLAR, IVAN",46,SOCIEDADE DEPORTIVA O PINO,1187116
"VEIGA MENDEZ, DARIO","CALVO IGLESIAS, IAGO",53,SOCIEDADE DEPORTIVA O PINO,1187116
"CARRIL CARREIRA, RAFAEL","GOMES TAVARES, RAFAEL ANDRE",83,SOCIEDADE DEPORTIVA O PINO,1187116
"CASTRELO FERNANDEZ, MIGUEL","RIVADULLA FOCIÑOS, MARCOS",46,C.F. CIRE DE MELIDE,1187117
"MELLID MONTERROSO, MARTIN","GARCIA COSTOYA, JORGE",46,C.F. CIRE DE MELIDE,1187117
"SESTO MOSQUERA, ANXO","MONTERROSO GOMEZ, SERGIO",46,C.F. CIRE DE MELIDE,1187117
"LOPEZ LOPEZ, ADRIAN","PAMPIN NOGUEROL, DANIEL",60,C.F. CIRE DE MELIDE,1187117
"PARRADO ROMERO, CARLOS","PRADO VAZQUEZ, XIAN",60,C.F. CIRE DE MELIDE,1187117
"IGLESIAS DURO, LUIS","FERREIRO DIEZ, BREIXO",20,S.D.C. RECESENDE,1187117
"MARTINS TERRON, WAGNER RONALDO","JIMÉNEZ ALBARRAN, SERGIO",46,S.D.C. RECESENDE,1187117
"CALVO CUTRIN, RAUL","VILAS CONSTANTINO, ADRIAN",69,S.D.C. RECESENDE,1187117
"NOYA GOMEZ, DANIEL","ROSENDE MARTINEZ, ALEJANDRO",69,S.D.C. RECESENDE,1187117
"GARCIA DURAN, RUBEN","CEPEDA MENDOZA, ALEJANDRO",69,S.D.C. RECESENDE,1187117
"LÓPEZ MÉNDEZ, MARCOS","GARCIA VENCE, JOSE MANUEL",46,RODEIRO C.F.,1187118
"PENELA MONTOTO, CRISTIAN","CANGADO VILLAMARIN, CARLOS",87,RODEIRO C.F.,1187118
"RODRIGUEZ NUÑEZ, XABIER","SANCHEZ CARPINTEIRO, MIGUEL",65,U.D. VAL DO ULLA,1187118
"FREIRIA LOPEZ, JORGE","CANICOBA BERNARDEZ, BRAIS",65,U.D. VAL DO ULLA,1187118
"LANDEIRA GANDARA, FRANCISCO","TAIBO MERA, FRANCISCO",81,U.D. VAL DO ULLA,1187118
"PAZ CARRACEDO, ANXO","CERDEIRA OTERO, ANDRE",81,U.D. VAL DO ULLA,1187118
"CASAL REBOLO, PEDRO J","CALVIÑO IGLESIAS, PABLO",81,U.D. VAL DO ULLA,1187118
"RODRIGUEZ NUÑEZ, XABIER","CALVIÑO IGLESIAS, PABLO",62,U.D. VAL DO ULLA,1187119
"LANDEIRA GANDARA, FRANCISCO","SANCHEZ CARPINTEIRO, MIGUEL",62,U.D. VAL DO ULLA,1187119
"DIEGUEZ LOUREIRO, RAMIRO","TAIBO MERA, FRANCISCO",66,U.D. VAL DO ULLA,1187119
"PAZ CARRACEDO, ANXO","CASAL REBOLO, PEDRO J",86,U.D. VAL DO ULLA,1187119
"RAMOS CERNADAS, FRANCISCO J","FREIRIA LOPEZ, JORGE",86,U.D. VAL DO ULLA,1187119
"FARIÑA BRAVO, ADRIAN","MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO",33,S.D. CACHEIRAS,1187119
"FERNANDEZ NOGUEIRA, MANUEL","CARBALLAL MONTEAGUDO, SAUL",72,S.D. CACHEIRAS,1187119
"ROMERO DURO, SANDRO","OTERO MATEOS, PABLO",86,S.D. CACHEIRAS,1187119
"RODRIGUEZ AREAN, ROI","RIELO COUSO, HUGO",46,C.F. SILLEDA,1187120
"FERREIRO ESPANTOSO, DIEGO","LOPEZ DE LA FUENTE, ELOI",79,C.F. SILLEDA,1187120
"PEÑA PENALTA, IKER","JAR PENIDO, ALVARO",79,C.F. SILLEDA,1187120
"CURINI RODRÍGUEZ, ROBERTO","PEREZ FERNANDEZ, NUNO",88,C.F. SILLEDA,1187120
"ESPANTOSO LAMAS, JORGE","RIVERO MONTOTO, NUNO",88,C.F. SILLEDA,1187120
"FERNANDEZ REBOREDO, JUAN","LYAGOUBI, MOHAMED AMINE",75,S.D. CRUCES,1187120
"CANGAS COSTA, DIEGO","GONZALEZ EIRAS, FABIO J",79,S.D. CRUCES,1187120
"SILVA OTERO, IAGO","JACOME AMARANTE, IVAN",88,S.D. CRUCES,1187120
"RIOS ALCAIDE, JUAN MANUEL","GARCIA CARRERA, MANUEL",63,LAMELA C.F.,1187121
"AGUIAR RODRIGUEZ, JULIAN","RIVEIRA MURCIA, HUGO",63,LAMELA C.F.,1187121
"CUIÑA IGLESIAS, DANIEL","SANIN CARBIA, ALBERTO",73,LAMELA C.F.,1187121
"PORTELA RIVAS, XIAO","ESPIÑO CUIÑA, LOIS",73,LAMELA C.F.,1187121
"GARCIA REY, ALEJANDRO","CASTRO DOMINGUEZ, FRANCISCO",80,LAMELA C.F.,1187121
"PULLEIRO PEREZ, IVAN","NIETO GARCIA, BRAIS",46,S.D. DUBRA B,1187121
"PARAMA SUAREZ, DAVID RAFAEL","ARNEJO DIAZ, BRAIS",46,S.D. DUBRA B,1187121
"POSE GRAÑA, GABRIEL","BALEATO DOMINGUEZ, MARCO",62,S.D. DUBRA B,1187121
"VÁZQUEZ FERNÁNDEZ, ROBERTO","PARAFITA BOQUETE, ANGEL",73,S.D. DUBRA B,1187121
"DE LA FUENTE SUAREZ, RUBEN","TABOADA SEIJO, ALEJANDRO",46,A.C.U.D. CAMPORRAPADO,1187122
"PAJARO BARRAN, DANIEL","ESPADA PAZOS, JORGE",66,A.C.U.D. CAMPORRAPADO,1187122
"SANMARTIN LAREO, MANUEL ANGEL","GUERRERO NIEVES, FRANCISCO J",66,A.C.U.D. CAMPORRAPADO,1187122
"POSE ANTELO, ALVARO","NIETO GESTO, CARLOS",36,TRAZO C.F.,1187122
"FERREIRA PARENTE, RAUL","CEBEY DE LA TORRE, MANUEL",69,TRAZO C.F.,1187122
"ARES BRENLLA, ALVARO","GARABATO RUIBAL, ANGEL",69,TRAZO C.F.,1187122
"SANCHEZ CASTRO, SAMUEL","VILARES TARRIO, BRAIS",76,TRAZO C.F.,1187122
"FRANCOS CREGO, JULIAN","ALDREY RODRIGUEZ, PABLO C",53,C.D.BELVIS,1187123
"BATISTA RAMOS, WALDIR F","MIGUEZ MEIJOMIL, MIGUEL",53,C.D.BELVIS,1187123
"RODRIGUEZ VILAS, BRAIS","FERNANDEZ PEREZ, JESUS DE BELEN",69,C.D.BELVIS,1187123
"FARIÑAS FREIRE, OSCAR","GUTIERREZ VAZQUEZ, EDUARDO",81,C.D.BELVIS,1187123
"IGLESIAS QUINTEIRO, JOSE RAMON","SANTIAGO RIVAS, MARIO",81,C.D.BELVIS,1187123
"FIGUEIRAS PORTELA, FERNANDO","DOS SANTOS MARQUES, ALEANDRO",25,S.D. VILLESTRO,1187123
"DE SOUSA OLIVEIRA, THIAGO","BERMUDEZ MALLO, ADEL",46,S.D. VILLESTRO,1187123
"ZAGATO PEREIRA, JOAO VITOR","VIDAL LOSA, ROBERTO",61,S.D. VILLESTRO,1187123
"LLOVO MATO, ALVARO","LORENZO GARRIDO, JORGE",87,S.D. VILLESTRO,1187123
"FERNANDEZ GONZALEZ, IAGO JOSE","IGLESIAS PALLAS, FERNANDO",53,C.D. SPORT TEAM ESTRADA,1187124
"ULLA COSTA, RICARDO","FERNÁNDEZ RIVAS, MARTÍN",73,C.D. SPORT TEAM ESTRADA,1187124
"TOUCEDA GOLDAR, IAGO","CERVIÑO CARRACEDO, ANDRES",89,C.D. SPORT TEAM ESTRADA,1187124
"RIVADULLA QUINTAS, LUIS MIGUEL","BARRUSO ARIAS, HUGO",89,C.D. SPORT TEAM ESTRADA,1187124
"PICALLO CAO, GONZALO","SOUTO RIAL, JOSE",70,C.D. SAN MAMED,1187124
"REY VAZQUEZ, MARCOS","PICALLO CAO, GONZALO",80,C.D. SAN MAMED,1187124
"CENDON GONZALEZ, JOSE","VILLAR VILLAR, IVAN",46,SOCIEDADE DEPORTIVA O PINO,1187125
"GOMES DA FONSECA, RODRIGO","GOMES TAVARES, RAFAEL ANDRE",64,SOCIEDADE DEPORTIVA O PINO,1187125
"FUENTES PARRA, DANIEL","FARIÑAS LOPEZ, ALEJANDRO",72,SOCIEDADE DEPORTIVA O PINO,1187125
"PARRADO ROMERO, CARLOS","CASTRELO FERNANDEZ, MIGUEL",62,C.F. CIRE DE MELIDE,1187125
"RIVADULLA FOCIÑOS, MARCOS","VAZQUEZ NOVAS, MANUEL",68,C.F. CIRE DE MELIDE,1187125
"NUÑEZ BARRAL, DAVID","CEPEDA MENDOZA, ALEJANDRO",55,S.D.C. RECESENDE,1187126
"NOYA GOMEZ, DANIEL","NUÑEZ BARRAL, SEBASTIAN",61,S.D.C. RECESENDE,1187126
"CALVO CUTRIN, RAUL","VILAS CONSTANTINO, ADRIAN",75,S.D.C. RECESENDE,1187126
"JIMÉNEZ ALBARRAN, SERGIO","MARTINS TERRON, WAGNER RONALDO",75,S.D.C. RECESENDE,1187126
"LYAGOUBI, MOHAMED AMINE","SOTO PARCERO, DANIEL",60,S.D. CRUCES,1187127
"DOMINGUEZ GARCIA, ADRIAN","JACOME AMARANTE, IVAN",60,S.D. CRUCES,1187127
"VAZQUEZ BALBOA, XURXO","FERNANDEZ REBOREDO, JUAN",78,S.D. CRUCES,1187127
"CANGAS COSTA, DIEGO","LOPEZ REY, LEO",78,S.D. CRUCES,1187127
"FERNANDEZ NOGUEIRA, MANUEL","ROMERO DURO, SANDRO",53,S.D. CACHEIRAS,1187127
"DEL RIO SEBE, DAVID","OTERO MATEOS, PABLO",73,S.D. CACHEIRAS,1187127
"JIMENEZ BERTUA, FRANCISCO J","VAAMONDE CALVIÑO, MANUEL",88,S.D. CACHEIRAS,1187127
"RIVAS SUAREZ, MARTIN","GARCIA MARROZOS, XABIER",51,S.D. DUBRA B,1187128
"RODRIGUEZ LANDEIRA, SERGIO J","BALEATO DOMINGUEZ, MARCO",62,S.D. DUBRA B,1187128
"NIETO GARCIA, BRAIS","RODRIGUEZ FERNANDEZ, ADRIAN",71,S.D. DUBRA B,1187128
"ARNEJO DIAZ, BRAIS","PARAMA SUAREZ, DAVID RAFAEL",71,S.D. DUBRA B,1187128
"CURINI RODRÍGUEZ, ROBERTO","PICANS REY, HUGO",69,C.F. SILLEDA,1187128
"DERKAOUI BOUH, AYOUB","FERREIRO ESPANTOSO, DIEGO",81,C.F. SILLEDA,1187128
"FERREIRA PARENTE, RAUL","NIETO GESTO, CARLOS",52,TRAZO C.F.,1187129
"CEBEY DE LA TORRE, MANUEL","BECERRA VARELA, ESTEBAN",72,TRAZO C.F.,1187129
"GOMEZ FERNANDEZ, SIMON","CASTRO OTERO, SAMUEL",72,TRAZO C.F.,1187129
"SANIN CARBIA, ALBERTO","CANABAL DE LA FUENTE, CRISTIAN",69,LAMELA C.F.,1187129
"CUIÑA IGLESIAS, DANIEL","AGUIAR RODRIGUEZ, JULIAN",69,LAMELA C.F.,1187129
"LUGO PADIN, ESTEBAN","ESPIÑO CUIÑA, LOIS",79,LAMELA C.F.,1187129
"PORTELA RIVAS, XIAO","RIVEIRA MURCIA, HUGO",89,LAMELA C.F.,1187129
"BERMUDEZ MALLO, ADEL","GONZALEZ CALVELO, LEO",46,S.D. VILLESTRO,1187130
"DJAKITE , AMARA","DE SOUSA OLIVEIRA, THIAGO",70,S.D. VILLESTRO,1187130
"CAMARA , BAKARI","VIDAL LOSA, ROBERTO",70,S.D. VILLESTRO,1187130
"LLOVO MATO, ALVARO","VILLA MARIÑO, SERGIO",80,S.D. VILLESTRO,1187130
"PEREIRAS PEREIRO, RAFAEL","PARADA CASTIÑEIRAS, OSCAR",61,A.C.U.D. CAMPORRAPADO,1187130
"RAMOS REY, NOEL","ESPADA PAZOS, JORGE",61,A.C.U.D. CAMPORRAPADO,1187130
"TABOADA SEIJO, ALEJANDRO","GARCIA CASAL, IVAN",71,A.C.U.D. CAMPORRAPADO,1187130
